depth,acumulative
256,0.9889359867806595
257,0.9892952079890797
258,0.9893670522307637
259,0.9898699619225519
260,0.990085494647604
261,0.990157338889288
262,0.9903010273726561
263,0.9903728716143401
264,0.9904447158560241
265,0.9905884043393922
266,0.9908757813061283
267,0.9909476255478123
268,0.9912350025145484
269,0.9913786909979165
270,0.9914505352396006
271,0.9916660679646526
272,0.9919534449313887
273,0.9920252891730728
274,0.9924563546231769
275,0.9928155758315971
276,0.9930311085566492
279,0.9931029527983332
280,0.9933903297650694
282,0.9935340182484373
284,0.9937495509734895
286,0.9938932394568575
287,0.9942524606652777
289,0.9943961491486457
290,0.9946116818736979
292,0.9947553703570658
293,0.9948272145987499
294,0.995042747323802
295,0.995114591565486
296,0.9952582800488541
297,0.9954019685322222
298,0.9954738127739061
